Fiscal Year,Library,County,Principal Public?,AENGLC Rank,Population of Service Area,Total Library Visits,Library Visits Per Capita Served,Total Registered Borrowers,Percent of Residents with Library Cards,Reference Questions,Reference Questions Per Capita Served,Total Circulation,Circulation Per Capita Served,Total Programs (Synchronous + Prerecorded),Total Program Attendance & Views,Total Program Attendance & Views Per Capita Served,Total Collection,Collection Per Capita Served,Total Operating Income,Operating Income Per Capita,Town Tax Appropriation for Library,Tax Appropriation Per Capita Served,Library Materials Expenditures,Wages & Salaries Expenditures,Operating Expenditures,Operating Expenditures Per Capita
1997,Derby Neck,New Haven,N,138.0,13063.5,45344.0,3.8,2163.0,0.18,1725.0,0.1,53741.0,4.5,37.0,1578.0,0.1,44826.0,3.7,332973.0,27.85,500.0,0.04,66988.0,127055.0,258297.0,21.6
1997,Durham,Middlesex,P,88.0,6291.0,37313.0,5.9,4298.0,0.68,15150.0,2.4,78513.0,12.5,145.0,2933.0,0.5,41174.0,6.5,229857.0,36.54,224438.0,35.68,33000.0,142772.0,207597.0,33.0
1997,East Granby,Hartford,P,46.0,4447.0,32625.0,7.3,3504.0,0.79,800.0,0.2,33634.0,7.6,118.0,1403.0,0.3,24963.0,5.6,77103.0,17.34,47586.0,10.7,14218.0,38683.0,66364.0,14.9
1997,East Haddam,Middlesex,P,85.0,7333.0,15994.0,2.2,4489.0,0.61,103.0,0.0,18159.0,2.5,138.0,1657.0,0.2,20241.0,2.8,62459.0,8.52,26505.0,3.61,9377.0,32866.0,51668.0,7.0
1997,East Haddam - Rathbun,Middlesex,N,85.0,13063.5,20960.0,2.9,3685.0,0.5,10998.0,1.5,27462.0,3.7,95.0,1532.0,0.2,21471.0,2.9,129400.0,17.65,56770.0,7.74,19453.0,55363.0,111287.0,15.2
1997,East Hampton,Middlesex,P,107.0,11010.0,42500.0,3.9,7682.0,0.7,3943.0,0.4,67520.0,6.1,229.0,3302.0,0.3,37055.0,3.4,260138.0,23.63,253119.0,22.99,35469.0,193895.0,255847.0,23.2
1997,East Hampton - Middle,Middlesex,N,107.0,13063.5,3000.0,0.3,574.0,0.05,5810.0,,6398.0,0.6,38.0,258.0,0.0,16939.0,1.5,24117.0,2.19,4000.0,0.36,4700.0,10171.0,19300.0,1.8
1997,East Hartford,Hartford,P,104.0,47985.0,191100.0,4.0,38823.0,0.81,20412.0,0.4,166670.0,3.5,65.0,2750.0,0.1,351662.0,7.3,755454.0,15.74,748070.0,15.59,124802.0,524514.0,712445.0,14.8
1997,East Haven - Hagaman,New Haven,P,142.0,26453.0,81500.0,3.1,17700.0,0.67,14500.0,0.5,130934.0,4.9,116.0,2256.0,0.1,56966.0,2.2,534361.0,20.2,474191.0,17.93,65000.0,289302.0,414915.0,15.7
1997,East Lyme,New London,P,83.0,15869.0,70000.0,4.4,18472.0,1.16,17720.0,1.1,175156.0,11.0,262.0,6486.0,0.4,84456.0,5.3,664101.0,41.85,609754.0,38.42,101365.0,371748.0,573077.0,36.1
1997,East Windsor - Warehouse,Hartford,P,102.0,9723.0,29078.0,3.0,3814.0,0.39,5810.0,,52349.0,5.4,387.0,4693.0,0.5,32037.0,3.3,269040.0,27.67,90955.0,9.35,27343.0,142578.0,216496.0,22.3
1997,Eastford,Windham,P,132.0,1477.0,5395.0,3.7,590.0,0.4,200.0,0.1,10573.0,7.2,1.0,5044.5,0.4,11234.0,7.6,24540.0,16.61,22410.0,15.17,6312.0,12795.0,22294.0,15.1
1997,Easton,Fairfield,P,11.0,6560.0,49002.0,7.5,2863.0,0.44,7954.0,1.2,76955.0,11.7,180.0,4364.0,0.7,47959.0,7.3,268402.0,40.91,249586.0,38.05,45048.0,131429.0,191865.0,29.2
1997,Ellington - Hall,Tolland,P,120.0,11688.0,81329.0,7.0,8375.0,0.72,5624.0,0.5,107599.0,9.2,111.0,2661.0,0.2,40840.0,3.5,329719.0,28.21,297947.0,25.49,31248.0,175728.0,259616.0,22.2
1997,Enfield,Hartford,P,133.0,45187.0,229214.0,5.1,20930.0,0.46,45334.0,1.0,274218.0,6.1,453.0,11546.0,0.3,129546.0,2.9,715950.0,15.84,698734.0,15.46,118000.0,533340.0,712905.0,15.8
1997,Essex,Middlesex,P,30.0,5835.0,37128.0,6.4,3900.0,0.67,5304.0,0.9,48230.0,8.3,19.0,967.0,0.2,25026.0,4.3,169510.0,29.05,55000.0,9.43,21932.0,94029.0,136699.0,23.4
1997,Fairfield,Fairfield,P,29.0,53269.0,600486.0,11.3,45043.0,0.85,5810.0,,788264.0,14.8,506.0,19960.0,0.4,263485.0,4.9,2755301.0,51.72,2755301.0,51.72,419509.0,1507483.0,2150656.0,40.4
1997,Fairfield - Pequot,Fairfield,N,29.0,13063.5,90648.0,1.7,1501.0,0.03,4892.0,0.1,59352.0,1.1,247.0,7842.0,0.1,130290.0,2.4,610316.0,11.46,235000.0,4.41,66678.0,255992.0,437318.0,8.2
1997,Farmington,Hartford,P,22.0,21102.0,207094.0,9.8,12600.0,0.6,45833.0,2.2,342754.0,16.2,1008.0,20052.0,1.0,163548.0,7.8,1688070.0,80.0,1333100.0,63.17,152709.0,903615.0,1216627.0,57.7
1997,Glastonbury - Wells-T.,Hartford,P,40.0,28226.0,243748.0,8.6,13044.0,0.46,15215.0,0.5,357000.0,12.6,302.0,5740.0,0.2,110515.0,3.9,817326.0,28.96,776970.0,27.53,139580.0,520557.0,717425.0,25.4
1997,"Glastonbury, East",Hartford,N,40.0,13063.5,11123.0,0.4,749.0,0.03,98.0,0.0,15744.0,0.6,237.0,3956.0,0.1,17061.0,0.6,21390.0,0.76,5000.0,0.18,8743.0,273187.0,12694.0,0.4
1997,Goshen,Litchfield,P,31.0,2516.0,5600.0,2.2,1709.0,0.68,4324.0,1.7,33894.0,13.5,4.0,325.0,0.1,33535.0,13.3,47794.0,19.0,39513.0,15.7,13823.0,32049.0,70703.0,28.1
1997,Granby,Hartford,P,70.0,9500.0,70148.0,7.4,6000.0,0.63,12986.0,1.4,130275.0,13.7,179.0,3967.0,0.4,63406.0,6.7,274861.0,28.93,273829.0,28.82,36482.0,217941.0,275959.0,29.0
1997,Greenwich,Fairfield,P,4.0,57250.0,591236.0,10.3,55379.0,0.97,268220.0,4.7,1136254.0,19.8,262.0,75659.0,1.3,352409.0,6.2,4056110.0,70.85,4204570.0,73.44,696341.0,2924669.0,3986808.0,69.6
1997,Greenwich - Perrot,Fairfield,N,4.0,13063.5,55280.0,4.6,5243.0,0.46,5326.0,0.1,138376.0,2.4,262.0,5044.5,0.4,55341.0,1.0,759073.0,13.26,748885.0,13.08,120567.0,537273.0,861342.0,15.0
1997,Griswold - Slater,New London,P,160.0,14123.0,17992.0,1.3,4107.0,0.29,2220.0,0.2,19738.0,1.4,10.0,878.0,0.1,17598.0,1.2,166484.0,11.79,50100.0,3.55,6820.0,30880.0,52944.0,3.7
1997,Groton,New London,P,128.0,44084.0,310000.0,7.0,34072.0,0.77,63232.0,1.4,356318.0,8.1,297.0,8694.0,0.2,126452.0,2.9,1397239.0,31.69,1348965.0,30.6,223395.0,1025901.0,1417967.0,32.2
1997,Groton - Bill,New London,N,128.0,44084.0,3500.0,0.1,663.0,0.02,5810.0,,16841.0,0.4,93.0,600.0,0.0,17650.0,0.4,112809.0,2.56,5000.0,0.11,12678.0,273187.0,451792.5,36.7
1997,Groton - Mystic,New London,N,128.0,13063.5,7200.0,0.2,5854.0,0.13,5810.0,,103376.0,2.3,286.0,1938.0,0.0,43389.0,1.0,329902.0,7.48,130264.0,2.95,36195.0,157940.0,245836.0,5.6
1997,Guilford,New Haven,P,43.0,20444.0,190000.0,9.3,16440.0,0.8,41119.0,2.0,231280.0,11.3,404.0,10018.0,0.5,115704.0,5.7,745892.0,36.48,625078.0,30.58,90900.0,528564.0,712446.0,34.8
1997,Haddam - Brainerd,Middlesex,P,13.0,7196.0,7800.0,1.1,3542.0,0.49,5810.0,,13359.0,1.9,262.0,5044.5,0.4,18405.0,2.6,50969.0,7.08,48150.0,6.69,10373.0,37228.0,68784.0,9.6
1997,Hamden,New Haven,P,110.0,50996.0,344033.0,6.7,35141.0,0.69,21943.0,0.4,456965.0,9.0,222.0,4063.0,0.1,167848.0,3.3,1415209.0,27.75,1358963.0,26.65,226725.0,1086933.0,1413864.0,27.7
